@RELATION polyps

@ATTRIBUTE FILE_ID NUMERIC
@ATTRIBUTE C1ENERGYMEAN REAL
@ATTRIBUTE C1ENERGYVARIANCE REAL
@ATTRIBUTE C2ENERGYMEAN REAL
@ATTRIBUTE C2ENERGYVARIANCE REAL
@ATTRIBUTE C3ENERGYMEAN REAL
@ATTRIBUTE C3ENERGYVARIANCE REAL
@ATTRIBUTE C1ENTROPYMEAN REAL
@ATTRIBUTE C1ENTROPYVARIANCE REAL
@ATTRIBUTE C2ENTROPYMEAN REAL
@ATTRIBUTE C2ENTROPYVARIANCE REAL
@ATTRIBUTE C3ENTROPYMEAN REAL
@ATTRIBUTE C3ENTROPYVARIANCE REAL
@ATTRIBUTE C1CORRELATIONMEAN REAL
@ATTRIBUTE C1CORRELATIONVARIANCE REAL
@ATTRIBUTE C2CORRELATIONMEAN REAL
@ATTRIBUTE C2CORRELATIONVARIANCE REAL
@ATTRIBUTE C3CORRELATIONMEAN REAL
@ATTRIBUTE C3CORRELATIONVARIANCE REAL
@ATTRIBUTE C1DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C1DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C2DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C2DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C3DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C3DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C1INERTIAMEAN REAL
@ATTRIBUTE C1INERTIAVARIANCE REAL
@ATTRIBUTE C2INERTIAMEAN REAL
@ATTRIBUTE C2INERTIAVARIANCE REAL
@ATTRIBUTE C3INERTIAMEAN REAL
@ATTRIBUTE C3INERTIAVARIANCE REAL
@ATTRIBUTE C1CLUSTERSHADEMEAN REAL
@ATTRIBUTE C1CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C2CLUSTERSHADEMEAN REAL
@ATTRIBUTE C2CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C3CLUSTERSHADEMEAN REAL
@ATTRIBUTE C3CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C1CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C1CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C2CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C2CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C3CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C3CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C1HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C1HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C2HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C2HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C3HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C3HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE CLASS {0,1}

@DATA
40,0.03094,0.00000,0.02727,0.00000,0.03506,0.00000,5.63508,0.00045,5.65050,0.00016,5.48042,0.00032,-0.00251,0.00018,-0.00208,0.00018,-0.00023,0.00016,0.39452,0.00080,0.39389,0.00107,0.41746,0.00089,47.50569,159.79430,46.95082,156.26552,47.20016,159.65510,1127.60873,277716.35130,1235.53482,423851.98970,2432.77746,4124537.91767,357253.27940,33503577195.41450,363623.66244,37950420910.80575,548888.59939,203071433935.69400,20629509.58580,907878335.81300,22601853.22045,1153467322.80514,19930216.05591,1230277541.67704,0
41,0.01087,0.00000,0.01189,0.00000,0.01298,0.00000,6.99315,0.00502,6.93089,0.00373,6.87600,0.00250,-0.00390,0.00018,-0.00402,0.00019,-0.00365,0.00021,0.27196,0.00099,0.28281,0.00095,0.29679,0.00092,45.68954,141.48421,43.84301,130.19707,41.08521,110.61538,39.58163,1645.17888,33.01970,1451.30143,-27.98611,689.43993,99238.19810,2876522400.82013,95876.34443,2706714500.41800,77389.46285,1822178528.86059,51133533.84068,155459161.42248,48352661.22929,142540221.78837,44538380.33623,119540178.89785,0
42,0.00831,0.00000,0.00860,0.00000,0.00852,0.00000,7.27522,0.00223,7.25873,0.00327,7.29143,0.00347,-0.00145,0.00006,-0.00152,0.00006,-0.00134,0.00006,0.24680,0.00096,0.25157,0.00083,0.25126,0.00081,77.24108,401.57465,77.36243,403.90967,70.97516,330.77657,228.99622,9590.46661,221.88351,10040.41776,11.72566,5085.12670,226983.19786,9412330648.88169,229614.46382,9833919136.06886,181707.39123,5218526885.64848,59534476.56617,662790033.22686,57727687.20059,556430564.45177,58642353.29363,315375307.44291,0
43,0.00339,0.00000,0.00335,0.00000,0.00419,0.00000,8.24353,0.00152,8.23314,0.00226,8.07649,0.00133,-0.00015,0.00002,-0.00018,0.00002,-0.00022,0.00003,0.17258,0.00044,0.17104,0.00043,0.19230,0.00051,117.59206,938.90737,119.21968,968.28291,91.65564,560.95967,-42.82272,1720.72766,-35.71123,2046.25606,-209.66221,105.90043,250523.69638,9429140964.51418,261081.80719,10168291019.55692,152307.61546,4478759297.32060,95540783.45494,3910340339.37262,94819973.32703,4185379032.13868,80180178.22578,1571657498.91289,0
44,0.01220,0.00000,0.01224,0.00000,0.01142,0.00000,6.87995,0.00288,6.88555,0.00316,6.93894,0.00418,-0.00694,0.00034,-0.00665,0.00034,-0.00642,0.00033,0.27857,0.00151,0.27765,0.00140,0.26656,0.00164,49.85343,295.99445,46.56496,238.21740,46.08197,230.57058,44.61059,8285.49218,58.16926,7509.41166,23.53162,7288.36252,172961.61002,22956882452.02638,152619.94666,13754538824.98824,132986.86015,8432898838.92603,43548657.05380,463865659.57670,43029763.56433,327827337.87669,45786004.06425,320160584.66343,0
45,0.00552,0.00000,0.00558,0.00000,0.00578,0.00000,7.74065,0.00151,7.73451,0.00173,7.71598,0.00175,-0.00026,0.00004,-0.00025,0.00004,-0.00009,0.00005,0.21630,0.00074,0.21778,0.00074,0.22197,0.00081,92.95070,775.29595,93.81122,789.56117,86.25261,668.91937,92.42415,7712.86612,101.12561,8505.55798,-140.92837,5999.06955,354604.72349,32149611220.12153,366540.68165,34776980687.20308,320962.90057,27130908093.50851,74729322.82590,1951882085.96056,74553100.03620,2080840453.84232,73176573.11819,1636342893.66769,0
46,0.03563,0.00002,0.04285,0.00003,0.03483,0.00002,5.32665,0.02188,5.10020,0.02328,5.36161,0.01906,-0.01462,0.00394,-0.00685,0.00341,0.00713,0.00076,0.38314,0.00286,0.40445,0.00294,0.38306,0.00272,13.49518,18.93111,13.33554,18.74703,20.59260,49.68484,578.44161,135462.82129,842.21970,285877.58278,3756.25363,6266135.09456,67948.12879,3511298588.97589,100454.83896,6658325413.97394,634225.05618,257429307465.39188,25056351.54542,564419858.73663,22924660.33470,517048556.76498,25009462.09880,1092176558.84333,0
47,0.03347,0.00002,0.03936,0.00002,0.03432,0.00001,5.39207,0.02238,5.20791,0.02166,5.38598,0.01604,-0.00982,0.00300,-0.00336,0.00252,0.00710,0.00069,0.37510,0.00349,0.40003,0.00286,0.38600,0.00314,15.05545,23.49409,15.14339,24.27483,21.57901,53.66197,825.68983,322492.46805,1152.77255,562900.43123,3961.80956,6667122.15730,110979.61221,11763246741.80573,156119.36351,19287725450.98021,684190.58959,295043285510.30377,26314856.99442,673780015.39707,23870318.30307,613682994.46253,25086435.38143,1140426256.66982,0
48,0.00455,0.00000,0.00459,0.00000,0.00443,0.00000,7.92301,0.00203,7.90247,0.00194,7.95505,0.00253,-0.00077,0.00002,-0.00080,0.00002,-0.00048,0.00002,0.19261,0.00057,0.19162,0.00058,0.18924,0.00053,122.15247,1103.09743,120.33349,1067.85450,113.87371,920.04318,850.17866,118223.96398,829.28867,115853.19490,539.14661,70925.73427,520625.07004,56351402946.79459,501364.17180,50316647218.33434,438341.45199,28530538414.00965,59325546.63834,7290100311.89334,59262445.15834,7099875801.25393,59428202.97449,6368000214.12420,0
49,0.02028,0.00001,0.02906,0.00003,0.04551,0.00001,6.23893,0.06101,5.86344,0.06110,5.09625,0.01960,0.00193,0.00002,0.00196,0.00001,0.00197,0.00001,0.30632,0.00265,0.34471,0.00225,0.42938,0.00226,111.99740,1664.54668,115.91311,1828.23882,140.87486,2814.44520,26828.40349,539289756.63189,29700.72789,645188254.78055,46648.48609,1351760447.63994,4410792.11402,25016540977313.04300,5006073.01296,31387675425290.94100,8563609.47885,75151781187068.03100,36536797.07658,127745561277.12332,31438402.43806,98358790869.83972,22926314.91314,66024579862.41299,0
50,0.02775,0.00002,0.03347,0.00002,0.03478,0.00001,5.83648,0.03956,5.69007,0.04055,5.53968,0.02306,0.00547,0.00041,0.00612,0.00030,0.00510,0.00005,0.35152,0.00222,0.37241,0.00186,0.38980,0.00199,28.03928,84.37342,30.82660,102.11201,56.68773,339.63648,4529.45789,9481297.07739,5696.77851,14424556.61779,17270.71487,120957312.88654,751351.67575,430221749418.71814,961733.32046,674231889358.82373,3213462.78384,6436022545494.02930,25801443.79305,5347770673.11289,24127473.45967,5258921059.66663,23586528.72475,9841274989.16909,0
51,0.01984,0.00001,0.02499,0.00002,0.04522,0.00003,6.34500,0.05141,6.01252,0.04922,5.15594,0.02899,0.00250,0.00028,0.00435,0.00025,0.00470,0.00004,0.31082,0.00188,0.33579,0.00201,0.41959,0.00212,37.96888,143.69092,36.15918,132.01629,64.25772,446.49312,4763.12826,9990256.49188,5532.86615,12696673.49645,22439.68177,204676651.47287,665761.22931,322066072755.06287,789241.45629,407745256216.41516,4399065.49492,12080750826702.73600,36122993.94279,11757610889.00751,31844862.63240,9535143977.95123,22506578.08672,9593976781.94741,0
52,0.02473,0.00002,0.02524,0.00002,0.03684,0.00001,6.04670,0.06138,5.93920,0.06800,5.42689,0.01800,0.00227,0.00037,0.00332,0.00030,0.00376,0.00002,0.32739,0.00192,0.32813,0.00204,0.39805,0.00171,33.74888,116.07356,35.61238,130.70862,79.33875,677.41570,4320.44366,7667910.05196,5217.47127,11190696.56295,28385.48262,326975262.26951,641354.71735,255801847862.60208,796280.26602,394980277311.42383,5724307.29532,20451354970189.48000,32275310.16290,8358772407.59277,32057135.87086,9244313223.18616,24997952.89982,14502178894.06429,0
53,0.06517,0.00001,0.05731,0.00001,0.05702,0.00001,4.71955,0.00696,4.84698,0.00867,4.86308,0.00943,-0.01815,0.00088,-0.01772,0.00083,-0.01760,0.00083,0.48343,0.00176,0.47086,0.00179,0.47042,0.00180,22.95540,31.69271,23.82111,34.56561,23.50516,33.00696,51.75527,681.24542,49.90013,693.01751,44.05170,605.62338,49205.02768,361654994.23508,50549.65618,389179459.52191,50006.88643,359090070.97480,18968340.46198,2786825.87336,20619299.67486,3275263.73252,20670408.44584,3000179.04539,0
54,0.03756,0.00001,0.03778,0.00001,0.04179,0.00001,5.48188,0.00913,5.47015,0.01057,5.33981,0.00812,-0.00713,0.00018,-0.00717,0.00018,-0.00831,0.00029,0.40490,0.00123,0.40599,0.00123,0.42626,0.00132,56.90789,246.78546,56.77941,243.76237,41.65676,123.88207,101.57413,10819.89779,93.86461,11313.47371,19.48731,3671.03805,110531.71597,5318715646.40128,111085.98297,5202305767.82129,68326.55664,1648326952.43598,34094260.13369,29197143.92850,32578118.76107,31298281.96414,26741858.91828,14196136.90496,0
55,0.01857,0.00000,0.02464,0.00001,0.02878,0.00001,6.24417,0.01318,5.94148,0.01447,5.84576,0.01197,-0.00722,0.00042,-0.00397,0.00036,0.00226,0.00013,0.32055,0.00140,0.34893,0.00129,0.36542,0.00106,39.41592,134.73261,40.18324,146.70110,49.30665,262.27596,917.98376,679173.06501,1864.36055,3025352.86881,7383.84232,44364463.06851,155777.92031,25005565471.29932,281886.46757,100519277588.09277,1221306.96854,2036015163250.64090,36068674.57110,6115499181.19370,28409140.95164,5149919342.36381,25851011.22066,7730746131.38664,0
56,0.03584,0.00001,0.03512,0.00001,0.03323,0.00001,5.73042,0.01126,5.71336,0.01204,5.68668,0.01155,-0.01295,0.00058,-0.01304,0.00058,-0.01428,0.00077,0.40056,0.00122,0.39733,0.00140,0.39802,0.00165,30.93358,70.57773,30.76157,69.62677,25.93987,48.28492,57.21847,2228.85104,48.56111,2183.99053,20.89398,1160.72192,57882.18863,1334915863.91172,57815.19732,1309141032.20987,42279.74832,623930215.04965,29022752.77240,1303703.90948,29324775.56774,1093933.69466,30156676.45707,348813.79329,0
57,0.01144,0.00000,0.01270,0.00000,0.00806,0.00000,7.33371,0.00018,7.15706,0.00048,7.56536,0.00053,-0.00951,0.00017,-0.01111,0.00023,-0.00899,0.00016,0.24007,0.00146,0.24782,0.00139,0.21680,0.00168,72.38377,444.41884,64.35447,361.99731,73.54422,447.94059,96.94559,6363.13643,97.57406,5823.31675,19.68446,226.29729,103939.58609,8908356990.54451,95213.12600,7465339279.18733,63135.74777,3042856110.60566,54845287.38473,994898771.79657,51464536.66800,728225188.86346,78355570.91058,1502033402.79497,0
58,0.01333,0.00000,0.01726,0.00000,0.02609,0.00000,6.85824,0.00448,6.40944,0.00722,5.80241,0.01025,-0.00547,0.00028,-0.00722,0.00055,0.00027,0.00045,0.24905,0.00251,0.29276,0.00238,0.34923,0.00310,52.63163,380.82978,35.82250,173.31533,27.12875,136.04879,3735.71290,16869601.83497,2485.18586,7455463.75405,4968.45276,30038486.80192,640785.83499,756807655890.77917,375915.79041,260252365982.14514,880921.80907,1449952675200.66850,44877272.27577,10032009636.84286,37595240.28756,5148342928.46861,29275179.78000,3768393159.59965,0
59,0.01090,0.00000,0.01017,0.00000,0.00871,0.00000,7.23199,0.00154,7.31095,0.00438,7.46204,0.00313,-0.01171,0.00028,-0.01144,0.00027,-0.01060,0.00024,0.22055,0.00142,0.21964,0.00137,0.21091,0.00140,60.00401,347.86211,62.00485,373.51796,61.56899,339.17475,61.01881,2314.61722,64.03652,2389.34317,48.45584,1038.26573,61838.93809,4881115951.13384,68025.97355,5792037664.20774,45498.96737,2048990146.86779,47163056.09014,827113168.44262,49852109.74031,964341847.17042,52639128.17240,959865696.10944,0
60,0.01590,0.00000,0.01585,0.00000,0.01747,0.00000,6.58794,0.00504,6.57928,0.00510,6.54093,0.00297,-0.01237,0.00037,-0.01240,0.00037,-0.01212,0.00035,0.29069,0.00185,0.29048,0.00185,0.29653,0.00158,45.16445,170.56514,45.39936,173.26478,46.18110,176.09321,217.95571,7912.40070,219.57066,7980.28866,211.21798,7277.11551,61712.22844,2025452866.72907,62106.87153,2040598203.09917,63138.86422,2105301361.21995,42526178.21158,78125392.28878,42557419.91205,72559220.80542,41119357.55555,58510950.38706,0
61,0.02474,0.00000,0.03401,0.00001,0.04994,0.00002,5.83602,0.00926,5.33158,0.01228,4.78273,0.00930,0.00053,0.00042,0.00315,0.00050,0.00851,0.00033,0.33903,0.00338,0.37961,0.00422,0.44290,0.00395,33.24074,139.35892,27.21629,95.66103,25.47873,87.33865,4337.74749,11465899.12291,4347.77846,11776768.97312,6652.97197,26074217.65280,734137.76618,536569319160.33649,732490.31274,548181833390.49957,1238447.09847,1469142143638.35300,30961340.63240,2347111577.11514,25729200.11311,1488315905.30999,20936965.64529,1120915873.21675,0
62,0.04836,0.00001,0.04753,0.00001,0.08344,0.00003,5.21124,0.01828,5.09019,0.02033,4.45610,0.01538,-0.00199,0.00049,-0.00140,0.00050,0.00386,0.00025,0.42735,0.00435,0.43075,0.00444,0.51455,0.00305,29.32014,122.52764,28.28128,114.77055,28.08941,174.34542,3732.53366,16463077.23813,3740.58786,16546281.17679,7078.54943,60444418.64849,610856.75925,673166002510.35120,601101.15469,652067687772.26306,1288865.41742,3082017434534.93750,23540353.35085,4817301427.48060,23481406.36220,5026588425.44554,16762117.01580,3428668843.80377,0
63,0.05895,0.00003,0.06214,0.00003,0.04701,0.00002,4.81578,0.01996,4.67531,0.02263,5.14580,0.02347,-0.00481,0.00168,-0.00226,0.00130,0.00250,0.00023,0.45765,0.00441,0.46709,0.00418,0.42477,0.00530,16.46817,36.93376,17.56467,44.94547,31.88350,212.31098,1768.90534,3734030.08665,2141.76656,5477710.61545,7901.54031,75803948.48276,293250.78370,158056166744.13211,345939.04717,219982248448.44131,1521832.46745,4325884661985.33690,20101048.79077,2416194999.31822,19776685.37021,2580471221.53546,23111596.62005,6370595967.88267,0
64,0.01386,0.00000,0.01230,0.00000,0.01671,0.00000,6.99753,0.00183,7.00850,0.00351,6.55785,0.00643,-0.01517,0.00062,-0.01565,0.00064,-0.02376,0.00153,0.24752,0.00186,0.24456,0.00198,0.27726,0.00224,35.70672,112.36782,35.35688,110.54668,22.33415,43.10883,10.26906,14.10982,16.01946,62.69233,1.78062,0.77823,13736.60376,133822271.36986,13796.31400,136929323.20277,8230.34072,61561076.71525,49481863.16906,235001839.49417,49985717.44383,240322200.37042,40996190.73457,66820659.75234,0
65,0.02843,0.00001,0.02837,0.00000,0.03130,0.00001,5.82725,0.00790,5.80104,0.00914,5.67031,0.00803,-0.04464,0.00575,-0.04486,0.00585,-0.05003,0.00702,0.36674,0.00267,0.36153,0.00326,0.37287,0.00256,11.38626,11.18755,11.29376,11.02362,10.67307,10.20384,4.08657,5.68660,3.64943,7.55172,6.40060,1.85666,3536.15700,10102192.74360,3627.89213,10736555.63251,4320.22004,15963780.36531,27032746.31374,7734902.22590,27529033.32576,7158837.48900,25880999.51499,5322402.40276,0
66,0.03100,0.00001,0.03271,0.00001,0.02910,0.00000,5.68685,0.00960,5.61506,0.00969,5.66395,0.00678,-0.04507,0.00569,-0.04754,0.00633,-0.04789,0.00641,0.37736,0.00257,0.38322,0.00257,0.36186,0.00262,11.29004,10.69054,10.76686,9.78877,10.96099,10.47601,6.34432,3.46730,6.28625,3.32473,5.03706,2.88324,4051.03376,15839742.77980,3948.51100,15633283.23030,3808.88989,14214940.68684,26174658.65289,10391588.64220,25403043.99430,10374780.20189,28611953.48228,12445260.29230,0
67,0.01224,0.00000,0.01167,0.00000,0.01149,0.00000,7.03007,0.00021,7.08654,0.00039,7.06024,0.00047,-0.00169,0.00038,-0.00123,0.00036,-0.00151,0.00037,0.28025,0.00102,0.27662,0.00103,0.27600,0.00108,27.75715,51.17612,28.02774,51.36154,27.91049,51.02082,109.71891,431.84501,111.07141,488.85024,101.56561,353.81876,37743.55304,205365077.98212,37495.44347,198056728.46997,37362.44495,204088812.53788,56515208.68780,191257844.17564,57319596.36726,178840443.12861,56824700.44071,154220892.79472,0
68,0.01722,0.00000,0.01681,0.00000,0.03076,0.00000,6.54446,0.00527,6.64235,0.00513,5.65371,0.00510,0.00107,0.00042,0.00041,0.00042,0.00478,0.00052,0.31836,0.00398,0.30931,0.00361,0.39645,0.00437,28.73152,153.07616,30.06098,157.45187,21.01171,98.73856,4528.85774,24907304.87825,4089.57219,20292094.19757,4872.85971,28845207.23775,814499.29179,1236391186915.45210,712711.31769,944845367938.27881,892306.61612,1487118657071.97730,38369151.23447,5042851149.60672,39254978.32256,5126429527.68725,27293349.16961,2398643033.40594,0
69,0.01412,0.00000,0.01460,0.00000,0.04804,0.00002,6.73904,0.00774,6.72005,0.00958,4.98806,0.01107,-0.00066,0.00022,-0.00058,0.00023,0.00417,0.00024,0.29003,0.00303,0.28888,0.00281,0.44053,0.00331,42.58362,299.10982,41.27085,276.95961,27.85412,200.20438,6115.10835,46060745.00528,5884.68972,42635547.12336,7747.31249,74118238.14946,1071053.31684,2156145950335.99220,1024656.51295,1974233344565.53660,1420045.06382,3813843837428.04200,42991147.66516,18681447538.16848,41715574.90873,17306716464.42182,21509374.16980,4847501137.88502,0
70,0.04402,0.00000,0.03551,0.00000,0.04270,0.00001,5.50015,0.00497,5.55630,0.00333,5.23965,0.00646,-0.00057,0.00194,0.00148,0.00154,0.00533,0.00050,0.42621,0.00219,0.40038,0.00301,0.42899,0.00314,13.48730,18.22842,14.49484,22.87436,20.27402,76.26391,995.42173,1192485.00073,1356.43820,2226530.50120,5079.13913,31485621.04841,113851.40877,22760533419.61076,170062.15090,51971675378.73692,968897.51888,1754360594230.36890,25794234.30121,881236114.91032,28987225.40969,1220830582.09989,23210706.88430,1574007578.86880,0
71,0.05302,0.00000,0.05541,0.00000,0.07800,0.00001,4.97095,0.00320,4.87188,0.00359,4.62396,0.00506,-0.00325,0.00360,0.00048,0.00302,0.00586,0.00058,0.47117,0.00381,0.47743,0.00373,0.51888,0.00221,10.21778,10.42842,10.58705,12.48065,18.70133,66.97575,605.29954,427294.42135,838.68790,829245.18726,4716.86786,27059069.66815,66741.02760,6277043212.31224,98205.17049,14984036732.12165,887730.76637,1451122083692.31490,21029911.10639,464124212.60528,20383975.34746,496253288.50208,17291396.06913,749993701.92306,0
72,0.01396,0.00000,0.01403,0.00000,0.01385,0.00000,6.67627,0.01272,6.62571,0.01050,6.62636,0.01111,-0.01179,0.00028,-0.01266,0.00032,-0.01444,0.00044,0.25866,0.00157,0.26140,0.00176,0.26080,0.00199,65.88866,457.03099,61.35080,396.47328,50.96854,269.58746,120.60733,15773.84919,100.85915,11700.32743,54.93077,4299.15185,115102.89291,12605623391.22525,100230.75527,9564611504.81291,56877.63734,2830862167.27876,48924984.66129,800653089.59943,50211011.19135,667324739.70267,50864427.17206,431934530.47656,0
73,0.01517,0.00000,0.01609,0.00000,0.01657,0.00000,6.52509,0.00573,6.36544,0.00553,6.33716,0.00354,-0.00184,0.00007,-0.00107,0.00008,0.00240,0.00005,0.30243,0.00079,0.30940,0.00096,0.31599,0.00103,74.90974,405.23936,69.32268,357.52933,70.15886,390.89560,1394.45080,617535.75041,1840.78959,1493484.31007,7297.23314,25311688.13876,298684.96130,35079449100.96121,313968.22935,54049754777.81847,1111029.96421,936915249468.35986,37954749.91695,7437482251.87982,37646988.94739,8252308354.27990,35600996.98857,12739586919.61388,0
74,0.02687,0.00000,0.02343,0.00000,0.01590,0.00000,5.66696,0.00163,5.80675,0.00116,6.45712,0.00350,-0.00296,0.00012,-0.00233,0.00009,0.00090,0.00004,0.36072,0.00145,0.34484,0.00139,0.30964,0.00146,73.05264,492.14160,84.08857,660.57637,90.26860,728.49469,3539.02879,11302941.81925,4651.97574,19532514.69192,11368.50914,90258941.54882,626047.96532,527795116577.42932,861963.05342,1021156682741.56560,2254769.24501,5771360626038.33300,31549316.88121,9461123537.92166,33090301.92140,12022721458.22459,40231107.02949,24983726294.12906,0
75,0.01358,0.00000,0.01540,0.00000,0.01795,0.00000,6.47629,0.00673,6.33791,0.00656,6.24790,0.00560,-0.00169,0.00004,-0.00122,0.00005,0.00136,0.00005,0.28906,0.00095,0.29912,0.00105,0.32138,0.00092,110.70511,1009.74335,98.50857,788.33134,79.42167,493.78156,1323.31313,321312.58984,1864.53305,1336117.03658,5305.43691,15802158.25128,352222.29771,37531293167.64810,345312.17361,43644446408.08966,780052.98771,501607444329.35651,38809727.82445,10907473030.12691,36011176.59202,10453371685.67615,34576957.06765,11327933031.73270,0
76,0.02445,0.00001,0.02445,0.00001,0.01910,0.00000,5.95773,0.01237,5.94505,0.01183,6.10737,0.00742,-0.01500,0.00041,-0.01498,0.00041,-0.01595,0.00051,0.33491,0.00134,0.33501,0.00135,0.30031,0.00194,52.23370,263.56687,52.04506,261.66330,44.69631,189.82954,56.95496,6212.12971,58.58865,6511.46260,20.73000,2385.50350,65012.10909,3019255164.09747,65184.54730,3009673049.49844,42486.10846,1148021611.52322,36216600.93022,272670795.18827,36206746.39929,269696504.17405,43678404.58215,267253623.49261,0
77,0.00548,0.00000,0.00568,0.00000,0.00532,0.00000,7.58745,0.00411,7.51882,0.00365,7.58736,0.00352,-0.00137,0.00002,-0.00128,0.00002,-0.00106,0.00002,0.19891,0.00060,0.20122,0.00060,0.19577,0.00058,156.64742,1827.37258,144.91962,1542.99012,130.76424,1202.04301,1497.73012,285180.80400,1273.30543,237250.14646,482.63175,140715.76209,741232.44221,121970369888.53903,679815.15299,93473834386.30794,510923.37789,42415655613.83705,60387853.83374,8429509574.28765,58957140.52698,6564052481.79766,66444240.97234,5687929158.40119,0
78,0.00636,0.00000,0.00636,0.00000,0.00594,0.00000,7.11139,0.00159,7.11280,0.00153,7.18052,0.00079,-0.00022,0.00001,-0.00013,0.00001,0.00002,0.00001,0.22556,0.00088,0.22450,0.00086,0.21760,0.00083,198.30055,3323.68500,199.87466,3370.60391,185.60456,2875.96907,2542.10656,371720.11392,2344.99792,396491.17489,873.64536,245241.57219,1288964.39223,363103715798.67859,1343336.93213,368188685535.76361,1083312.37261,210516110778.96106,62486974.50578,17456638798.55472,61164790.67154,18008527213.56826,68076468.12096,16668010076.19601,0
79,0.01129,0.00000,0.01246,0.00000,0.01700,0.00000,6.60009,0.00130,6.52521,0.00152,6.20273,0.00210,0.00033,0.00001,0.00037,0.00001,0.00142,0.00002,0.27914,0.00189,0.29185,0.00159,0.31961,0.00198,142.22554,1416.72901,138.81398,1345.45551,102.76002,749.38589,3353.50653,2273475.84672,3356.02117,2291396.65882,6085.26692,22197184.55325,1090744.43131,242256021831.84128,1056203.96185,230070919502.12555,1141492.62185,890334037681.49414,46980536.94869,18178428664.90376,45723647.41419,16644750548.97070,35752798.59885,11714679558.51450,0
80,0.00365,0.00000,0.00378,0.00000,0.00292,0.00000,7.64492,0.00106,7.59977,0.00067,7.75449,0.00038,-0.00033,0.00001,-0.00027,0.00001,-0.00008,0.00001,0.17546,0.00047,0.17935,0.00046,0.16528,0.00051,233.05653,4024.32311,222.70068,3637.90772,225.73762,3668.71586,1754.40261,361954.97757,1537.26536,333981.00856,682.08393,274948.03463,1170389.74422,263246701932.01096,1101224.80527,220266776988.17072,1107973.54509,189635653580.85352,91076931.30061,28619754007.80185,88187208.25524,24441741687.14142,111382372.09329,32175318656.11125,0
81,0.00901,0.00000,0.00928,0.00000,0.00900,0.00000,7.14487,0.00154,7.10744,0.00111,7.12605,0.00105,-0.00017,0.00008,-0.00020,0.00008,-0.00024,0.00008,0.26432,0.00131,0.26464,0.00125,0.25677,0.00132,63.32630,298.63885,63.41524,301.37272,64.47629,315.04061,719.42407,28758.40281,741.00707,30512.35380,608.55811,26540.26964,330342.45550,18849586866.55355,332390.65378,19092812620.14172,313907.96389,16384522471.27374,55568458.88646,686440477.57160,54436919.17998,732060073.96483,53109705.89701,774973676.18470,0
82,0.02560,0.00000,0.03627,0.00000,0.07610,0.00005,5.88781,0.00431,5.32630,0.00519,4.18059,0.01014,-0.00679,0.00055,-0.00531,0.00086,0.00516,0.00096,0.35250,0.00308,0.39308,0.00308,0.50866,0.00359,35.10720,161.76920,24.88440,93.84500,15.54984,52.95140,3170.90675,11971772.46553,3219.63759,12472943.47435,4225.54022,21773543.44116,616217.82301,679713132351.10217,609558.50635,684697374607.76978,848852.76243,1349933354730.34130,31132244.44124,1881981641.07072,26197133.29489,1160394084.85367,16741243.68273,472943639.91196,0
83,0.06155,0.00002,0.04813,0.00002,0.04870,0.00002,4.50011,0.00869,4.77244,0.01038,4.85618,0.00755,-0.01997,0.00303,-0.00998,0.00190,0.00669,0.00043,0.46956,0.00329,0.43324,0.00343,0.44018,0.00295,16.87164,29.77969,19.40352,40.35918,26.00079,77.88317,437.01036,84265.56015,922.17730,422346.56320,5066.75877,12233546.42524,48281.07048,1442121194.29518,107739.84432,8641369066.02142,857785.85129,565784908359.03223,18718942.36420,339337310.39666,21441316.04210,546691811.81831,20980775.74558,967165403.32205,0
